AD-GMSL522-SL Board:,https://wcm2.cldnet.analog.com/en/resources/evaluation-hardware-and-software/evaluation-boards-kits/ad-gmsl522-sl.html
(If not using SoM-included version) Compatible Jetson SOM:,https://www.arrow.com/en/products/900-83668-0000-000/nvidia
(If not using SoM-included version) Heat Sink for SOM:,https://www.mouser.com/ProductDetail/Auvidea/70797?qs=vmHwEFxEFR%2FrptlH5I2KWQ%3D%3D
12V 8A Power Supply:,https://www.amazon.com/TOBWOLF-100V-240V-Transformer-Switching-Converter/dp/B0B1DGBVKB?th=1
